var_name,label_mn,label_en,type,waves_present,source_types,source_files,n_obs,n_missing,n_unique,category
q0108a,1.08 Хоног,1.08 Хоног,numeric,"2020,2021,2022,2023",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv (15).dta,211076,0,32,other
q0108b,1.08 Сар,1.08 Сар,numeric,"2020,2021,2022,2023",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv (15).dta,211076,0,13,other
q0111,1.11 Одоо [НЭР] хаана амьдарч байна вэ? Монгол/ Гадаад,1.11 Одоо [НЭР] хаана амьдарч байна вэ? Монгол/ Гадаад,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,179945,4,other
q0112,1.12 [НЭР] яагаад хамт амьдрахгүй байгаа вэ?,1.12 [НЭР] яагаад хамт амьдрахгүй байгаа вэ?,haven_labelled/vctrs_vctr/double,"2020,2021,2022",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta,180792,179138,10,other
q0112a,1.12 Хоног,1.12 Хоног,numeric,2024,indiv,02_indiv.dta,53898,0,32,other
q0112b,1.12 Сар,1.12 Сар,numeric,2024,indiv,02_indiv.dta,53898,0,13,other
q0115,1.15 Одоо [НЭР] хаана амьдарч байна вэ? Монгол/ Гадаад,1.15 Одоо [НЭР] хаана амьдарч байна вэ? Монгол/ Гадаад,haven_labelled/vctrs_vctr/double | numeric,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,58583,87,other
q0116,1.16 [НЭР] яагаад хамт амьдрахгүй байгаа вэ?,1.16 [НЭР] яагаад хамт амьдрахгүй байгаа вэ?,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,58583,9,other
q0302,3.02 ХАРИУЛЖ БАЙГАА ХҮНИЙ ХУВИЙН ДУГААРЫГ БИЧНЭ ҮҮ.,3.02 ХАРИУЛЖ БАЙГАА ХҮНИЙ ХУВИЙН ДУГААРЫГ БИЧНЭ ҮҮ.,numeric,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,105084,10,other
q0304,3.04 [НЭР] яагаад ЭМД-д хамрагдаагүй вэ?,3.04 [НЭР] яагаад ЭМД-д хамрагдаагүй вэ?,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,208784,7,other
q0312b,3.12 АМБУЛАТОРИОР ҮЙЛЧЛҮҮЛСЭН ЗАРДАЛ Сүүлийн 30 хоногт тээврийн зардал болон бус,3.12 АМБУЛАТОРИОР ҮЙЛЧЛҮҮЛСЭН ЗАРДАЛ Сүүлийн 30 хоногт тээврийн зардал болон бус,numeric,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,216025,126,other
q0313a,3.13 [НЭР] эмчилгээний зардлыг хэрхэн төлсөн бэ? 1-рт,3.13 [НЭР] эмчилгээний зардлыг хэрхэн төлсөн бэ? 1-рт,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,219364,8,other
q0313b,3.13 [НЭР] эмчилгээний зардлыг хэрхэн төлсөн бэ? 2-рт,3.13 [НЭР] эмчилгээний зардлыг хэрхэн төлсөн бэ? 2-рт,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,234238,8,other
q0321,"3.21 [НЭР] сүүлийн 12 сард тээврийн зардал болон бусад зардал /байр, хоолны зард","3.21 [НЭР] сүүлийн 12 сард тээврийн зардал болон бусад зардал /байр, хоолны зард",numeric,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,209514,171,other
q0322a,3.22 [НЭР] эмчилгээний зардлыг хэрхэн төлсөн бэ? 1-рт,3.22 [НЭР] эмчилгээний зардлыг хэрхэн төлсөн бэ? 1-рт,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,214118,8,other
q0322b,3.22 [НЭР] эмчилгээний зардлыг хэрхэн төлсөн бэ? 2-рт,3.22 [НЭР] эмчилгээний зардлыг хэрхэн төлсөн бэ? 2-рт,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,233895,8,other
q0324_1,3.24 ОДОО БИ ТАНААС [НЭР]-Д ТУЛГАРЧ БАЙЖ БОЛЗОШГҮЙ ХҮНДРЭЛ БЭРХШЭЭЛИЙН ТАЛААР ХЭ,3.24 ОДОО БИ ТАНААС [НЭР]-Д ТУЛГАРЧ БАЙЖ БОЛЗОШГҮЙ ХҮНДРЭЛ БЭРХШЭЭЛИЙН ТАЛААР ХЭ,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,219407,4,other
q0324_2,3.24 2. [НЭР]-ын/ийн хувьд юм сонсоход хүндрэлтэй байдаг уу? ([НЭР]-д сонсголын,3.24 2. [НЭР]-ын/ийн хувьд юм сонсоход хүндрэлтэй байдаг уу? ([НЭР]-д сонсголын,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,219407,5,other
q0324_3,3.24 3. [НЭР]-ын/ийн хувьд дэмжлэг болох туслах хэрэгсэл эсвэл бусдын тусламжгүй,3.24 3. [НЭР]-ын/ийн хувьд дэмжлэг болох туслах хэрэгсэл эсвэл бусдын тусламжгүй,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,219407,4,other
q0324_6,3.24 6. Үеийн хүүхдүүдтэй нь харьцуулахад [НЭР]-д ямар нэг зүйл сурахад хүндрэлт,3.24 6. Үеийн хүүхдүүдтэй нь харьцуулахад [НЭР]-д ямар нэг зүйл сурахад хүндрэлт,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,219407,5,other
q0326_1,3.26 ОДОО БИ ТАНААС [НЭР]-Д ТУЛГАРЧ БАЙЖ БОЛЗОШГҮЙ ХҮНДРЭЛ БЭРХШЭЭЛИЙН ТАЛААР ХЭ,3.26 ОДОО БИ ТАНААС [НЭР]-Д ТУЛГАРЧ БАЙЖ БОЛЗОШГҮЙ ХҮНДРЭЛ БЭРХШЭЭЛИЙН ТАЛААР ХЭ,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,173034,6,other
q0326_2,3.26 2. [НЭР]-ын/ийн хувьд юм сонсоход хүндрэлтэй байдаг уу? ([НЭР]-д сонсголын,3.26 2. [НЭР]-ын/ийн хувьд юм сонсоход хүндрэлтэй байдаг уу? ([НЭР]-д сонсголын,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,173034,6,other
q0326_3,3.26 3. [НЭР]-ын/ийн хувьд алхахад хүндрэлтэй байдаг уу? ([НЭР]-д ямар нэгэн дэм,3.26 3. [НЭР]-ын/ийн хувьд алхахад хүндрэлтэй байдаг уу? ([НЭР]-д ямар нэгэн дэм,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,173034,6,other
q0326_5,3.26 5. [НЭР]-ын/ийн яриаг гэрийнхэн нь ойлгоход хүндрэлтэй байдаг уу?,3.26 5. [НЭР]-ын/ийн яриаг гэрийнхэн нь ойлгоход хүндрэлтэй байдаг уу?,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,173034,6,other
q0326_6,3.26 6. Үеийн хүүхдүүдтэй нь харьцуулахад [НЭР]-д ямар нэг зүйл сурахад хүндрэлт,3.26 6. Үеийн хүүхдүүдтэй нь харьцуулахад [НЭР]-д ямар нэг зүйл сурахад хүндрэлт,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,173034,6,other
q0326_7,3.26 7. Үеийн хүүхдүүдтэй нь харьцуулахад [НЭР]-д ямар нэг зүйл санахад хүндрэлт,3.26 7. Үеийн хүүхдүүдтэй нь харьцуулахад [НЭР]-д ямар нэг зүйл санахад хүндрэлт,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,173034,6,other
q0328_1,3.28 ОДОО БИ ТАНААС [НЭР]-Д ТУЛГАРЧ БАЙЖ БОЛЗОШГҮЙ ХҮНДРЭЛ БЭРХШЭЭЛИЙН ТАЛААР ХЭ,3.28 ОДОО БИ ТАНААС [НЭР]-Д ТУЛГАРЧ БАЙЖ БОЛЗОШГҮЙ ХҮНДРЭЛ БЭРХШЭЭЛИЙН ТАЛААР ХЭ,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,93496,6,other
q0328_2,3.28 2. [НЭР]-ын/ийн хувьд юм сонсоход хүндрэлтэй байдаг уу? ([НЭР]-д сонсголын,3.28 2. [НЭР]-ын/ийн хувьд юм сонсоход хүндрэлтэй байдаг уу? ([НЭР]-д сонсголын,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,93496,6,other
q0328_3,3.28 3. [НЭР]-ын/ийн хувьд алхах болон шатаар явахад хүндрэлтэй байдаг уу?,3.28 3. [НЭР]-ын/ийн хувьд алхах болон шатаар явахад хүндрэлтэй байдаг уу?,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",indiv,02_indiv (12).dta | 02_indiv (13).dta | 02_indiv (14).dta | 02_indiv.dta,234690,93496,6,other
q0602,6.02 Сүүлийн 12 сард хадгаламжиндаа хэдэн төгрөг хийсэн бэ?,6.02 Сүүлийн 12 сард хадгаламжиндаа хэдэн төгрөг хийсэн бэ?,numeric,2023,hhold,01_hhold (14).dta,8550,6348,169,other
q0617,"6.17 Танайх сүүлийн 12 сард үр тариа, хүнсний ногоо, жимс тариалсан уу?","6.17 Танайх сүүлийн 12 сард үр тариа, хүнсний ногоо, жимс тариалсан уу?",haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,63103,2,other
q0703,7.03 Танай сууцны талбайн хэмжээ хэд вэ?,7.03 Танай сууцны талбайн хэмжээ хэд вэ?,numeric,2023,hhold,01_hhold (14).dta,8550,3105,160,other
q0705,7.05 Гэрийн ханын тоо,7.05 Гэрийн ханын тоо,numeric,2023,hhold,01_hhold (14).dta,8550,5472,6,other
q0706,7.06 Танайх сууцаа түрээсэлдэг үү?,7.06 Танайх сууцаа түрээсэлдэг үү?,haven_labelled/vctrs_vctr/double,2023,hhold,01_hhold (14).dta,8550,0,2,other
q0707,7.07 Та сууцаа сард хэдэн төгрөгөөр түрээсэлдэг вэ?,7.07 Та сууцаа сард хэдэн төгрөгөөр түрээсэлдэг вэ?,numeric,2023,hhold,01_hhold (14).dta,8550,8337,46,other
q0710,7.10 Танайх ундны усаа хэр холоос авдаг вэ?,7.10 Танайх ундны усаа хэр холоос авдаг вэ?,haven_labelled/vctrs_vctr/double,2023,hhold,01_hhold (14).dta,8550,2431,3,other
q0711,7.11 Танайх унд болон ахуйн хэрэглээндээ хоногт хэдэн литр ус хэрэглэдэг вэ?,7.11 Танайх унд болон ахуйн хэрэглээндээ хоногт хэдэн литр ус хэрэглэдэг вэ?,numeric,2023,hhold,01_hhold (14).dta,8550,2431,46,other
q0712,7.12 Танайх ямар төрлийн бие засах газартай вэ?,7.12 Танайх ямар төрлийн бие засах газартай вэ?,haven_labelled/vctrs_vctr/double,2023,hhold,01_hhold (14).dta,8550,0,9,other
q0713,7.13 Танайх ахуйн бохир усаа яаж зайлуулдаг вэ?,7.13 Танайх ахуйн бохир усаа яаж зайлуулдаг вэ?,haven_labelled/vctrs_vctr/double,2023,hhold,01_hhold (14).dta,8550,0,5,other
q0714,7.14 Танайх харилцуур утастай юу?,7.14 Танайх харилцуур утастай юу?,haven_labelled/vctrs_vctr/double,2023,hhold,01_hhold (14).dta,8550,0,4,other
q0715,7.15 Танайх гэртээ интернэттэй юу?,7.15 Танайх гэртээ интернэттэй юу?,haven_labelled/vctrs_vctr/double,2023,hhold,01_hhold (14).dta,8550,0,2,other
q0802,8.02 Сүүлийн 12 сард хадгаламжиндаа хэдэн төгрөг хийсэн бэ?,8.02 Сүүлийн 12 сард хадгаламжиндаа хэдэн төгрөг хийсэн бэ?,numeric,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,44660,503,other
q0804,8.04 Зээл авах шаардлага хангаагүйгээс зээлээ авч чадаагүй тохиолдол гарсан уу?,8.04 Зээл авах шаардлага хангаагүйгээс зээлээ авч чадаагүй тохиолдол гарсан уу?,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,42032,2,other
q0805,8.05 Нийт хэдэн тохиолдол гарсан бэ?,8.05 Нийт хэдэн тохиолдол гарсан бэ?,numeric,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,64766,6,other
q0901,9.01 Танайх өөрийн эзэмшлийн сууцтай юу?,9.01 Танайх өөрийн эзэмшлийн сууцтай юу?,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,0,2,other
q0902,9.02 Танайх өөрийн эзэмшлийн хэдэн сууцтай вэ?,9.02 Танайх өөрийн эзэмшлийн хэдэн сууцтай вэ?,numeric,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,5709,8,other
q0903,9.03 Одоо амьдарч байгаа сууц тань танай үндсэн сууц мөн үү?,9.03 Одоо амьдарч байгаа сууц тань танай үндсэн сууц мөн үү?,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,0,2,other
q0905,9.05 Танай сууц хэдэн өрөөтэй вэ?,9.05 Танай сууц хэдэн өрөөтэй вэ?,numeric,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,28392,11,other
q0906other,Бусад,Бусад,character,2024,hhold,01_hhold.dta,15513,0,15,other
q0907other,Бусад,Бусад,character,2024,hhold,01_hhold.dta,15513,0,59,other
q0908other,бусад,бусад,character,2024,hhold,01_hhold.dta,15513,0,13,other
q0909,9.09 Танай сууцны хүн амьдрах талбайн хэмжээ хэд вэ?,9.09 Танай сууцны хүн амьдрах талбайн хэмжээ хэд вэ?,haven_labelled/vctrs_vctr/double | numeric,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,28392,164,other
q0909aother,Бусад,Бусад,character,2024,hhold,01_hhold.dta,15513,0,14,other
q0910,9.10 Танай сууцны нийт талбайн хэмжээ хэд вэ?,9.10 Танай сууцны нийт талбайн хэмжээ хэд вэ?,haven_labelled/vctrs_vctr/double | numeric,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,28411,188,other
q0910other,Бусад,Бусад,character,2024,hhold,01_hhold.dta,15513,0,67,other
q0912,9.12 Танай гэр хэдэн ханатай вэ?,9.12 Танай гэр хэдэн ханатай вэ?,haven_labelled/vctrs_vctr/double | numeric,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,37994,8,other
q0913,"9.13 Танай гэрийн дээвэр дан уу, давхар уу?","9.13 Танай гэрийн дээвэр дан уу, давхар уу?",haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,37994,2,other
q0914,"9.14 Танай гэрийн дээвэр хүйтний улиралд дан байдаг уу, давхар байдаг уу?","9.14 Танай гэрийн дээвэр хүйтний улиралд дан байдаг уу, давхар байдаг уу?",haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,37994,2,other
q0915,"9.15 Танай гэрийн туурга дан уу, давхар уу?","9.15 Танай гэрийн туурга дан уу, давхар уу?",haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,37994,2,other
q0916,"9.16 Танай гэрийн туурга хүйтний улиралд дан байдаг уу, давхар байдаг уу?","9.16 Танай гэрийн туурга хүйтний улиралд дан байдаг уу, давхар байдаг уу?",haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,37994,5,other
q0917,9.17 Танай гэр ямар шалтай вэ?,9.17 Танай гэр ямар шалтай вэ?,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,37994,5,other
q0918,9.18 Танай гэр хүйтний улиралд ямар шалтай вэ?,9.18 Танай гэр хүйтний улиралд ямар шалтай вэ?,haven_labelled/vctrs_vctr/double | numeric,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,29062,84,other
q0919,9.19 Танай энэ сууц тань ашиглалтад ороод хэдэн жил болж байна вэ?,9.19 Танай энэ сууц тань ашиглалтад ороод хэдэн жил болж байна вэ?,numeric,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,0,83,other
q0920,9.20 Танайх энэ сууцанд хэр удаан амьдарч байгаа вэ?,9.20 Танайх энэ сууцанд хэр удаан амьдарч байгаа вэ?,haven_labelled/vctrs_vctr/double | numeric,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,0,77,other
q0923,9.23 Сууцтай болохын тулд зээл авсан уу?,9.23 Сууцтай болохын тулд зээл авсан уу?,haven_labelled/vctrs_vctr/double | numeric,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,24037,397,other
q0925,9.25 Та сууцаа сард хэдэн төгрөгөөр түрээсэлдэг вэ?,9.25 Та сууцаа сард хэдэн төгрөгөөр түрээсэлдэг вэ?,numeric,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,64609,89,other
q0931,9.31 Гэртээ ус авчрахад хэдэн минут зарцуулдаг вэ?,9.31 Гэртээ ус авчрахад хэдэн минут зарцуулдаг вэ?,haven_labelled/vctrs_vctr/double | numeric,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,27844,98,other
q0932,9.32 Танайх усаа хэр холоос авдаг вэ?,9.32 Танайх усаа хэр холоос авдаг вэ?,haven_labelled/vctrs_vctr/double | numeric,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,21386,172,other
q0933,9.33 Танайх унд болон ахуйн хэрэглээндээ хоногт хэдэн литр ус хэрэглэдэг вэ?,9.33 Танайх унд болон ахуйн хэрэглээндээ хоногт хэдэн литр ус хэрэглэдэг вэ?,numeric,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,13228,191,other
q0934,9.34 Танайх ямар бие засах газар ашигладаг вэ?,9.34 Танайх ямар бие засах газар ашигладаг вэ?,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,6581,11,other
q0935,9.35 Танайх бие засах газраа бусадтай хамтарч ашигладаг уу?,9.35 Танайх бие засах газраа бусадтай хамтарч ашигладаг уу?,haven_labelled/vctrs_vctr/double | numeric,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,15450,22,other
q0936,9.36 Бие засах газар чинь хаана байдаг вэ?,9.36 Бие засах газар чинь хаана байдаг вэ?,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,0,7,other
q0937,9.37 Танайх ахуйн бохир усаа яаж зайлуулдаг вэ?,9.37 Танайх ахуйн бохир усаа яаж зайлуулдаг вэ?,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,0,8,other
q0938,"9.38 Танайх хатуу хог, хаягдлаа яаж зайлуулдаг вэ?","9.38 Танайх хатуу хог, хаягдлаа яаж зайлуулдаг вэ?",haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,3752,9,other
q0942,"9.42 Танайд гараа угаахдаа хэрэглэдэг саван, угаалгын бодис одоо байна уу?","9.42 Танайд гараа угаахдаа хэрэглэдэг саван, угаалгын бодис одоо байна уу?",haven_labelled/vctrs_vctr/double | numeric,"2022,2024",hhold,01_hhold (13).dta | 01_hhold.dta,38508,22220,353,other
q0943,9.43 Та надад түүнийгээ үзүүлж болох уу?,9.43 Та надад түүнийгээ үзүүлж болох уу?,haven_labelled/vctrs_vctr/double | numeric,"2022,2024",hhold,01_hhold (13).dta | 01_hhold.dta,38508,22506,622,other
q0944,What is the values/price of electricity that you received for free from others i,What is the values/price of electricity that you received for free from others i,numeric,2024,hhold,01_hhold.dta,15513,0,97,other
q0946,Where is the water source located?,Where is the water source located?,haven_labelled/vctrs_vctr/double,2024,hhold,01_hhold.dta,15513,0,3,other
q0948,From how far do you get your drinking water?,From how far do you get your drinking water?,haven_labelled/vctrs_vctr/double,2024,hhold,01_hhold.dta,15513,4843,3,other
q0951,Do you share your toilet with others?,Do you share your toilet with others?,haven_labelled/vctrs_vctr/double,2024,hhold,01_hhold.dta,15513,0,2,other
q0952,Where is this toilet facility located?,Where is this toilet facility located?,haven_labelled/vctrs_vctr/double,2024,hhold,01_hhold.dta,15513,0,3,other
q0956,OBSERVE PRESENCE OF WATER AT THE PLACE FOR HANDWASHING.,OBSERVE PRESENCE OF WATER AT THE PLACE FOR HANDWASHING.,haven_labelled/vctrs_vctr/double,2024,hhold,01_hhold.dta,15513,681,2,other
q0957,IS SOAP OR SANITIZER PRESENT AT THE PLACE FOR HANDWASHING?,IS SOAP OR SANITIZER PRESENT AT THE PLACE FOR HANDWASHING?,haven_labelled/vctrs_vctr/double,2024,hhold,01_hhold.dta,15513,681,2,other
q0958,Do you have any soap or sanitizer in your house for washing hands?,Do you have any soap or sanitizer in your house for washing hands?,haven_labelled/vctrs_vctr/double,2024,hhold,01_hhold.dta,15513,14650,2,other
q0959,Can you please show it to me?,Can you please show it to me?,haven_labelled/vctrs_vctr/double,2024,hhold,01_hhold.dta,15513,14740,2,other
q0960a,RECORD YOUR OBSERVATION: BAR OR LIQUID SOAP,RECORD YOUR OBSERVATION: BAR OR LIQUID SOAP,character,2024,hhold,01_hhold.dta,15513,0,2,other
q0960b,"RECORD YOUR OBSERVATION: DETERGENT (POWDER/LIQUID,PASTE)","RECORD YOUR OBSERVATION: DETERGENT (POWDER/LIQUID,PASTE)",character,2024,hhold,01_hhold.dta,15513,0,2,other
q1001,10.01 Танайх харилцуур утастай юу?,10.01 Танайх харилцуур утастай юу?,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,0,4,other
q1002,10.02 Танайх гэртээ интернеттэй юу?,10.02 Танайх гэртээ интернеттэй юу?,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,0,2,other
q1006a,Өмчилсөн газар м2,Өмчилсөн газар м2,numeric,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,30879,555,other
q1006b,Эзэмшдэг газар м2,Эзэмшдэг газар м2,numeric,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,30879,302,other
q1010a,А Өдрийн цагаар,А Өдрийн цагаар,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,0,3,other
q1010b,Б Оройн цагаар,Б Оройн цагаар,haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,0,3,other
q1011,"10.11 Таны амьдарч буй орчинд гэмт хэрэг/ дээрэм эсвэл хүчирхийлэл, халдлага хэр","10.11 Таны амьдарч буй орчинд гэмт хэрэг/ дээрэм эсвэл хүчирхийлэл, халдлага хэр",haven_labelled/vctrs_vctr/double,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,0,6,other
q1013a,A Үер,A Үер,haven_labelled/vctrs_vctr/double | numeric,"2020,2021,2022,2024",hhold,01_hhold (11).dta | 01_hhold (12).dta | 01_hhold (13).dta | 01_hhold.dta,66167,0,3,other
